seq,frame_num,cam_view,gait_pat,id,url,min_frame,max_frame,get_info_success,fps,start_time,end_time,download_video_success,video_path,crop_path,multi_person,poses_path
cljw6rump001x3n6lutuft47b,556,left side,inebriated,Ci73SIVET50,https://www.youtube.com/watch?v=Ci73SIVET50,556,604,True,30.0,18.533,20.133,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ci73SIVET50_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ci73SIVET50_crop.mp4,False,
cljw6sanb00213n6lzcmw192b,639,left side,inebriated,Ci73SIVET50,https://www.youtube.com/watch?v=Ci73SIVET50,639,871,True,30.0,21.3,29.033,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ci73SIVET50_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ci73SIVET50_crop.mp4,False,
cljw6t22j00253n6lqj29g2uu,1078,left side,inebriated,Ci73SIVET50,https://www.youtube.com/watch?v=Ci73SIVET50,1078,1157,True,30.0,35.933,38.567,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ci73SIVET50_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ci73SIVET50_crop.mp4,False,
cljw6tpgu00293n6lhjzerp7d,1187,left side,inebriated,Ci73SIVET50,https://www.youtube.com/watch?v=Ci73SIVET50,1187,1278,True,30.0,39.567,42.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ci73SIVET50_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ci73SIVET50_crop.mp4,False,
cljw6wq8o002q3n6lo4lmi8vd,758,right side,stroke,CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU,758,914,True,30.0,25.267,30.467,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/CMls0LwK5OU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/CMls0LwK5OU_crop.mp4,False,
cljw6xyo3002u3n6lyl23l27l,1667,left side,stroke,CMls0LwK5OU,https://www.youtube.com/watch?v=CMls0LwK5OU,1667,1955,True,30.0,55.567,65.167,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/CMls0LwK5OU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/CMls0LwK5OU_crop.mp4,False,
cljw7jxyk00663n6la0rfq89w,380,left side,stroke,dvfeYnWVD08,https://www.youtube.com/watch?v=dvfeYnWVD08,380,464,True,30.0,12.667,15.467,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/dvfeYnWVD08_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/dvfeYnWVD08_crop.mp4,False,
cljw7orya006s3n6lopenf75e,685,right side,parkinsons,dxRMtNtjwCc,https://www.youtube.com/watch?v=dxRMtNtjwCc,685,1335,True,30.0,22.833,44.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/dxRMtNtjwCc_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/dxRMtNtjwCc_crop.mp4,False,
cljw7pk60006w3n6lud1dvft9,1347,right side,parkinsons,dxRMtNtjwCc,https://www.youtube.com/watch?v=dxRMtNtjwCc,1347,1603,True,30.0,44.9,53.433,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/dxRMtNtjwCc_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/dxRMtNtjwCc_crop.mp4,False,
cljw7q1kn00703n6lo6plljo9,1894,left side,parkinsons,dxRMtNtjwCc,https://www.youtube.com/watch?v=dxRMtNtjwCc,1894,2224,True,30.0,63.133,74.133,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/dxRMtNtjwCc_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/dxRMtNtjwCc_crop.mp4,False,
cljw7r04700753n6ljc4jrdyl,27,left side,stroke,eBvzFkcvScg,https://www.youtube.com/watch?v=eBvzFkcvScg,27,92,True,10.0,2.7,9.2,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/eBvzFkcvScg_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/eBvzFkcvScg_crop.mp4,False,
cljw7rexn00793n6l1q6fmh8e,116,right side,stroke,eBvzFkcvScg,https://www.youtube.com/watch?v=eBvzFkcvScg,116,191,True,10.0,11.6,19.1,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/eBvzFkcvScg_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/eBvzFkcvScg_crop.mp4,False,
cljw7rzbm007d3n6lanxu4gf4,222,left side,stroke,eBvzFkcvScg,https://www.youtube.com/watch?v=eBvzFkcvScg,222,277,True,10.0,22.2,27.7,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/eBvzFkcvScg_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/eBvzFkcvScg_crop.mp4,False,
cljw7shbo007h3n6lhj6j73z3,308,right side,stroke,eBvzFkcvScg,https://www.youtube.com/watch?v=eBvzFkcvScg,308,365,True,10.0,30.8,36.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/eBvzFkcvScg_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/eBvzFkcvScg_crop.mp4,False,
cljw7swdz007l3n6larz6jybg,398,left side,stroke,eBvzFkcvScg,https://www.youtube.com/watch?v=eBvzFkcvScg,398,445,True,10.0,39.8,44.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/eBvzFkcvScg_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/eBvzFkcvScg_crop.mp4,False,
cljw7tfqg007p3n6l0nwqb8w1,478,right side,stroke,eBvzFkcvScg,https://www.youtube.com/watch?v=eBvzFkcvScg,478,569,True,10.0,47.8,56.9,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/eBvzFkcvScg_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/eBvzFkcvScg_crop.mp4,False,
clk6lapp7003e3n6lnpqtai54,1,right side,stroke,fbY4O04uunE,https://www.youtube.com/watch?v=fbY4O04uunE,1,433,True,60.0,0.017,7.217,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/fbY4O04uunE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/fbY4O04uunE_crop.mp4,False,
clk6lb2my003i3n6lesxxkgpf,487,left side,stroke,fbY4O04uunE,https://www.youtube.com/watch?v=fbY4O04uunE,487,1033,True,60.0,8.117,17.217,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/fbY4O04uunE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/fbY4O04uunE_crop.mp4,False,
clk6lbly5003m3n6l9bjdqiyz,1053,right side,stroke,fbY4O04uunE,https://www.youtube.com/watch?v=fbY4O04uunE,1053,2177,True,60.0,17.55,36.283,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/fbY4O04uunE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/fbY4O04uunE_crop.mp4,False,
clk6lc90h003q3n6lppkjh9f0,2201,left side,stroke,fbY4O04uunE,https://www.youtube.com/watch?v=fbY4O04uunE,2201,3454,True,60.0,36.683,57.567,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/fbY4O04uunE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/fbY4O04uunE_crop.mp4,False,
cljwcn068001y3n6lrm6qqj8o,1,left side,myopathic,FElCDD3X8pI,https://www.youtube.com/watch?v=FElCDD3X8pI,1,887,True,30.0,0.033,29.567,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/FElCDD3X8pI_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/FElCDD3X8pI_crop.mp4,False,
cll44833z000j3o6lwxof7566,1,left side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,1,270,True,30.0,0.033,9.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cll4494ux000n3o6lyqr7dx4l,293,right side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,293,459,True,30.0,9.767,15.3,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cll449lal000t3o6lv4pja4l7,469,right side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,469,653,True,30.0,15.633,21.767,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cll44ar0q00153o6luv35dhl0,958,left side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,958,1109,True,30.0,31.933,36.967,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cll44balt00193o6lbzpyxlqq,1135,right side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,1135,1495,True,30.0,37.833,49.833,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cllfyfckd00043o6liq5zlwv2,1502,right side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,1502,1620,True,30.0,50.067,54.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cllfygkas000a3o6lz5uy81n1,1660,right side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,1660,1870,True,30.0,55.333,62.333,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cll44bzhg001f3o6l7spc508t,1873,right side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,1873,1995,True,30.0,62.433,66.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cll44cgt0001l3o6lsn9qb73s,2014,left side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,2014,2142,True,30.0,67.133,71.4,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cll44cxvz001r3o6l42os54zz,2185,right side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,2185,2397,True,30.0,72.833,79.9,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cll44dip4001x3o6l2pa7optw,2415,left side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,2415,2541,True,30.0,80.5,84.7,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cll44e48l00233o6lu0msccp4,2614,right side,myopathic,Ha9LKXZfWBQ,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,2614,2733,True,30.0,87.133,91.1,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Ha9LKXZfWBQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Ha9LKXZfWBQ_crop.mp4,False,
cll4sqano00343o6libyypvif,44,right side,prosthetic,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,44,99,True,60.0,0.733,1.65,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/hhRODJNUZik_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/hhRODJNUZik_crop.mp4,False,
cll4sqvdl00383o6lhsd4an2j,215,left side,prosthetic,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,215,270,True,60.0,3.583,4.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/hhRODJNUZik_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/hhRODJNUZik_crop.mp4,False,
cll4srfuc003c3o6lgsrgugi8,444,right side,prosthetic,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,444,689,True,60.0,7.4,11.483,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/hhRODJNUZik_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/hhRODJNUZik_crop.mp4,False,
cll4ss28r003g3o6ldu082dxy,971,left side,prosthetic,hhRODJNUZik,https://www.youtube.com/watch?v=hhRODJNUZik,971,1215,True,60.0,16.183,20.25,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/hhRODJNUZik_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/hhRODJNUZik_crop.mp4,False,
cll74iurd000n3o6l11c4d3dr,1,left side,myopathic,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,1,177,True,30.0,0.033,5.9,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/IdAdpZaTWjU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/IdAdpZaTWjU_crop.mp4,False,
cll74kndy000z3o6libp3z895,427,right side,myopathic,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,427,614,True,30.0,14.233,20.467,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/IdAdpZaTWjU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/IdAdpZaTWjU_crop.mp4,False,
cll74l1t600133o6l0y8ernl6,623,left side,myopathic,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,623,783,True,30.0,20.767,26.1,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/IdAdpZaTWjU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/IdAdpZaTWjU_crop.mp4,False,
cll74lhf600173o6l1j74wi5e,788,right side,myopathic,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,788,961,True,30.0,26.267,32.033,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/IdAdpZaTWjU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/IdAdpZaTWjU_crop.mp4,False,
cll74m03k001b3o6lxpj0gss4,969,right side,myopathic,IdAdpZaTWjU,https://www.youtube.com/watch?v=IdAdpZaTWjU,969,1416,True,30.0,32.3,47.2,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/IdAdpZaTWjU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/IdAdpZaTWjU_crop.mp4,False,
cll74mw1p001g3o6lmzp645v9,1,left side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1,128,True,30.0,0.033,4.267,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74njy2001k3o6ls5l7mt08,131,right side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,131,251,True,30.0,4.367,8.367,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74nx98001o3o6lkdlyjqkj,254,left side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,254,376,True,30.0,8.467,12.533,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74oaue001s3o6lokpt6r3r,381,right side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,381,498,True,30.0,12.7,16.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74pdep00203o6l8m5f1a7p,626,right side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,626,736,True,30.0,20.867,24.533,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74psft00243o6lzpm59k27,740,left side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,740,922,True,30.0,24.667,30.733,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74q59g00283o6lp8wjejom,926,right side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,926,1044,True,30.0,30.867,34.8,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74qs2e002c3o6l88xwhcsc,1048,left side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1048,1170,True,30.0,34.933,39.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74r665002g3o6leghjiw3d,1175,right side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1175,1293,True,30.0,39.167,43.1,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74rnnc002k3o6lgyr24huh,1298,left side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1298,1455,True,30.0,43.267,48.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74s21j002o3o6lee0bhajg,1544,right side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1544,1640,True,30.0,51.467,54.667,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74sxdi002s3o6ljm7imxsb,1645,left side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1645,1764,True,30.0,54.833,58.8,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74tkf6002w3o6lgyark0c3,1862,right side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1862,1951,True,30.0,62.067,65.033,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll74u7cs00303o6lf02y81t8,1962,right side,myopathic,idpMyfZB8NY,https://www.youtube.com/watch?v=idpMyfZB8NY,1962,2058,True,30.0,65.4,68.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/idpMyfZB8NY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/idpMyfZB8NY_crop.mp4,False,
cll7b064n00053o6lq8mpodzg,2493,right side,myopathic,IuEeKzqsfmk,https://www.youtube.com/watch?v=IuEeKzqsfmk,2493,2693,True,30.0,83.1,89.767,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/IuEeKzqsfmk_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/IuEeKzqsfmk_crop.mp4,False,
cll7b0ogn00093o6lkoze3mta,2777,right side,myopathic,IuEeKzqsfmk,https://www.youtube.com/watch?v=IuEeKzqsfmk,2777,2907,True,30.0,92.567,96.9,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/IuEeKzqsfmk_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/IuEeKzqsfmk_crop.mp4,False,
cll7nkrfb00093o6l6bba9hwo,421,left side,parkinsons,JUMhhwFANKE,https://www.youtube.com/watch?v=JUMhhwFANKE,421,594,True,30.0,14.033,19.8,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/JUMhhwFANKE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/JUMhhwFANKE_crop.mp4,False,
cll7nljgk000d3o6l3psndypi,678,right side,parkinsons,JUMhhwFANKE,https://www.youtube.com/watch?v=JUMhhwFANKE,678,902,True,30.0,22.6,30.067,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/JUMhhwFANKE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/JUMhhwFANKE_crop.mp4,False,
cll7ogyi4003i3o6lnpe3i230,220,right side,prosthetic,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,220,322,True,30.0,7.333,10.733,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/KGeE1XhuVQs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/KGeE1XhuVQs_crop.mp4,False,
cll7ohoq9003m3o6ls1ng58v3,776,left side,prosthetic,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,776,949,True,30.0,25.867,31.633,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/KGeE1XhuVQs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/KGeE1XhuVQs_crop.mp4,False,
cll7oi4hc003q3o6l89somaig,959,right side,prosthetic,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,959,1188,True,30.0,31.967,39.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/KGeE1XhuVQs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/KGeE1XhuVQs_crop.mp4,False,
cll7ointh003u3o6lgein6ile,1196,left side,prosthetic,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,1196,1338,True,30.0,39.867,44.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/KGeE1XhuVQs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/KGeE1XhuVQs_crop.mp4,False,
